# PLAZA instance : diatoms_01
# File generation timestamp : Wed Apr 22 15:36:27 CEST 2020
#"transcript_id";"gene_id"
"Sro177_g077750.1";"Sro177_g077750"
"Sro177_g077760.1";"Sro177_g077760"
"Sro177_g077770.1";"Sro177_g077770"
"Sro177_g077780.1";"Sro177_g077780"
"Sro177_g077790.1";"Sro177_g077790"
"Sro177_g077800.1";"Sro177_g077800"
"Sro177_g077810.1";"Sro177_g077810"
"Sro177_g077820.1";"Sro177_g077820"
"Sro177_g077830.1";"Sro177_g077830"
"Sro177_g077840.1";"Sro177_g077840"
"Sro177_g077850.1";"Sro177_g077850"
"Sro177_g077851.1";"Sro177_g077851"
"Sro177_g077860.1";"Sro177_g077860"
"Sro177_g077870.1";"Sro177_g077870"
"Sro177_g077880.1";"Sro177_g077880"
"Sro177_g077890.1";"Sro177_g077890"
"Sro177_g077900.1";"Sro177_g077900"
"Sro177_g077910.1";"Sro177_g077910"
"Sro177_g077920.1";"Sro177_g077920"
"Sro177_g077930.1";"Sro177_g077930"
"Sro177_g077940.1";"Sro177_g077940"
"Sro1780_g078321.1";"Sro1780_g078321"
"Sro1780_g297020.1";"Sro1780_g297020"
"Sro1780_g297030.1";"Sro1780_g297030"
"Sro1780_g297040.1";"Sro1780_g297040"
"Sro1780_g297050.1";"Sro1780_g297050"
"Sro1780_g297060.1";"Sro1780_g297060"
"Sro1780_g297070.1";"Sro1780_g297070"
"Sro1781_g297080.1";"Sro1781_g297080"
"Sro1781_g297090.1";"Sro1781_g297090"
"Sro1781_g297100.1";"Sro1781_g297100"
"Sro1781_g297110.1";"Sro1781_g297110"
"Sro1781_g297120.1";"Sro1781_g297120"
"Sro1782_g297130.1";"Sro1782_g297130"
"Sro1782_g297140.1";"Sro1782_g297140"
"Sro1782_g297150.1";"Sro1782_g297150"
"Sro1782_g297151.1";"Sro1782_g297151"
"Sro1782_g297160.1";"Sro1782_g297160"
"Sro1782_g297170.1";"Sro1782_g297170"
"Sro1782_g297180.1";"Sro1782_g297180"
"Sro1782_g297190.1";"Sro1782_g297190"
"Sro1782_g297200.1";"Sro1782_g297200"
"Sro1783_g297210.1";"Sro1783_g297210"
"Sro1783_g297220.1";"Sro1783_g297220"
"Sro1783_g297230.1";"Sro1783_g297230"
"Sro1783_g297240.1";"Sro1783_g297240"
"Sro1783_g297250.1";"Sro1783_g297250"
"Sro1783_g297260.1";"Sro1783_g297260"
"Sro1783_g297270.1";"Sro1783_g297270"
"Sro1783_g297280.1";"Sro1783_g297280"
"Sro1784_g297290.1";"Sro1784_g297290"
"Sro1784_g297300.2";"Sro1784_g297300"
"Sro1784_g297310.1";"Sro1784_g297310"
"Sro1784_g297320.1";"Sro1784_g297320"
"Sro1784_g297330.1";"Sro1784_g297330"
"Sro1784_g297340.1";"Sro1784_g297340"
"Sro1784_g297350.1";"Sro1784_g297350"
"Sro1784_g297360.1";"Sro1784_g297360"
"Sro1785_g297370.1";"Sro1785_g297370"
"Sro1785_g297380.1";"Sro1785_g297380"
"Sro1785_g297390.1";"Sro1785_g297390"
"Sro1785_g297400.1";"Sro1785_g297400"
"Sro1786_g297410.1";"Sro1786_g297410"
"Sro1786_g297420.1";"Sro1786_g297420"
"Sro1786_g297430.1";"Sro1786_g297430"
"Sro1786_g297440.1";"Sro1786_g297440"
"Sro1786_g297450.1";"Sro1786_g297450"
"Sro1786_g297460.1";"Sro1786_g297460"
"Sro1787_g297470.1";"Sro1787_g297470"
"Sro1787_g297480.1";"Sro1787_g297480"
"Sro1787_g297490.1";"Sro1787_g297490"
"Sro1787_g297500.1";"Sro1787_g297500"
"Sro1787_g297510.1";"Sro1787_g297510"
"Sro1787_g297530.1";"Sro1787_g297530"
"Sro1787_g297540.1";"Sro1787_g297540"
"Sro1787_g297550.1";"Sro1787_g297550"
"Sro1788_g297560.1";"Sro1788_g297560"
"Sro1788_g297570.1";"Sro1788_g297570"
"Sro1788_g297580.1";"Sro1788_g297580"
"Sro1788_g297590.1";"Sro1788_g297590"
"Sro1788_g297600.1";"Sro1788_g297600"
"Sro1788_g297610.1";"Sro1788_g297610"
"Sro1788_g297620.1";"Sro1788_g297620"
"Sro1789_g297630.1";"Sro1789_g297630"
"Sro1789_g297640.1";"Sro1789_g297640"
"Sro1789_g297650.1";"Sro1789_g297650"
"Sro1789_g297660.1";"Sro1789_g297660"
"Sro1789_g297670.1";"Sro1789_g297670"
"Sro1789_g297680.1";"Sro1789_g297680"
"Sro1789_g297690.1";"Sro1789_g297690"
"Sro178_g077950.1";"Sro178_g077950"
"Sro178_g077960.1";"Sro178_g077960"
"Sro178_g077970.1";"Sro178_g077970"
"Sro178_g077980.1";"Sro178_g077980"
"Sro178_g077990.1";"Sro178_g077990"
"Sro178_g078000.1";"Sro178_g078000"
"Sro178_g078010.1";"Sro178_g078010"
"Sro178_g078020.1";"Sro178_g078020"
"Sro178_g078030.1";"Sro178_g078030"
"Sro178_g078040.1";"Sro178_g078040"
"Sro178_g078050.1";"Sro178_g078050"
"Sro178_g078060.1";"Sro178_g078060"
"Sro178_g078070.1";"Sro178_g078070"
"Sro178_g078080.1";"Sro178_g078080"
"Sro178_g078090.1";"Sro178_g078090"
"Sro178_g078100.1";"Sro178_g078100"
"Sro178_g078110.1";"Sro178_g078110"
"Sro178_g078120.1";"Sro178_g078120"
"Sro178_g078130.1";"Sro178_g078130"
"Sro178_g078140.1";"Sro178_g078140"
"Sro178_g078150.1";"Sro178_g078150"
"Sro178_g078160.1";"Sro178_g078160"
"Sro178_g078170.1";"Sro178_g078170"
"Sro178_g078180.1";"Sro178_g078180"
"Sro178_g078190.1";"Sro178_g078190"
"Sro178_g078200.1";"Sro178_g078200"
"Sro178_g078210.1";"Sro178_g078210"
"Sro178_g078220.1";"Sro178_g078220"
"Sro178_g078230.1";"Sro178_g078230"
"Sro178_g078240.1";"Sro178_g078240"
"Sro178_g078250.1";"Sro178_g078250"
"Sro178_g078260.1";"Sro178_g078260"
"Sro178_g078270.1";"Sro178_g078270"
"Sro178_g078280.1";"Sro178_g078280"
"Sro178_g078290.1";"Sro178_g078290"
"Sro178_g078300.1";"Sro178_g078300"
"Sro178_g078310.1";"Sro178_g078310"
"Sro178_g078320.1";"Sro178_g078320"
"Sro178_r001100.1";"Sro178_r001100"
"Sro1790_g297700.1";"Sro1790_g297700"
"Sro1790_g297710.1";"Sro1790_g297710"
"Sro1790_g297720.1";"Sro1790_g297720"
"Sro1790_g297730.1";"Sro1790_g297730"
"Sro1790_g297740.1";"Sro1790_g297740"
"Sro1790_g297750.1";"Sro1790_g297750"
"Sro1790_g297760.2";"Sro1790_g297760"
"Sro1791_g297770.1";"Sro1791_g297770"
"Sro1791_g297780.1";"Sro1791_g297780"
"Sro1791_g297790.1";"Sro1791_g297790"
"Sro1791_g297800.1";"Sro1791_g297800"
"Sro1791_r003690.1";"Sro1791_r003690"
"Sro1792_g297810.1";"Sro1792_g297810"
"Sro1792_g297820.1";"Sro1792_g297820"
"Sro1792_g297830.1";"Sro1792_g297830"
"Sro1792_g297840.1";"Sro1792_g297840"
"Sro1792_g297850.1";"Sro1792_g297850"
"Sro1792_g297860.1";"Sro1792_g297860"
"Sro1792_g297870.1";"Sro1792_g297870"
"Sro1792_g297880.1";"Sro1792_g297880"
"Sro1792_g297890.1";"Sro1792_g297890"
"Sro1792_g297900.1";"Sro1792_g297900"
"Sro1792_g297910.1";"Sro1792_g297910"
"Sro1794_g297920.1";"Sro1794_g297920"
"Sro1794_g297930.1";"Sro1794_g297930"
"Sro1794_g297940.1";"Sro1794_g297940"
"Sro1794_g297950.1";"Sro1794_g297950"
"Sro1794_g297960.1";"Sro1794_g297960"
"Sro1794_g297970.1";"Sro1794_g297970"
"Sro1794_g297980.2";"Sro1794_g297980"
"Sro1794_g297990.1";"Sro1794_g297990"
"Sro1795_g297991.1";"Sro1795_g297991"
"Sro1795_g298000.1";"Sro1795_g298000"
"Sro1795_g298010.1";"Sro1795_g298010"
"Sro1795_g298020.1";"Sro1795_g298020"
"Sro1795_g298030.1";"Sro1795_g298030"
"Sro1795_g298040.1";"Sro1795_g298040"
"Sro1795_g298050.1";"Sro1795_g298050"
"Sro1795_g298060.1";"Sro1795_g298060"
"Sro1795_g298070.1";"Sro1795_g298070"
"Sro1796_g298080.1";"Sro1796_g298080"
"Sro1796_g298090.1";"Sro1796_g298090"
"Sro1796_g298100.1";"Sro1796_g298100"
"Sro1796_g298110.1";"Sro1796_g298110"
"Sro1796_g298120.1";"Sro1796_g298120"
"Sro1796_g298130.1";"Sro1796_g298130"
"Sro1797_g298140.1";"Sro1797_g298140"
"Sro1797_g298150.1";"Sro1797_g298150"
"Sro1797_g298160.1";"Sro1797_g298160"
"Sro1797_g298170.1";"Sro1797_g298170"
"Sro1797_g298180.1";"Sro1797_g298180"
"Sro1797_g298190.1";"Sro1797_g298190"
"Sro1797_g298200.1";"Sro1797_g298200"
"Sro1797_g298210.1";"Sro1797_g298210"
"Sro1797_g298220.1";"Sro1797_g298220"
"Sro1797_g298230.1";"Sro1797_g298230"
"Sro1798_g298240.1";"Sro1798_g298240"
"Sro1798_g298250.1";"Sro1798_g298250"
"Sro1798_g298260.1";"Sro1798_g298260"
"Sro1798_g298270.1";"Sro1798_g298270"
"Sro1798_g298280.1";"Sro1798_g298280"
"Sro1798_g298290.1";"Sro1798_g298290"
"Sro1798_g298300.1";"Sro1798_g298300"
"Sro1798_g298310.1";"Sro1798_g298310"
"Sro1799_g298320.1";"Sro1799_g298320"
"Sro1799_g298330.1";"Sro1799_g298330"
"Sro1799_g298340.1";"Sro1799_g298340"
"Sro1799_g298350.1";"Sro1799_g298350"
"Sro1799_g298360.1";"Sro1799_g298360"
"Sro1799_g298370.1";"Sro1799_g298370"
"Sro1799_g298380.1";"Sro1799_g298380"
"Sro1799_g298390.1";"Sro1799_g298390"
"Sro1799_g298400.1";"Sro1799_g298400"
"Sro1799_g298410.1";"Sro1799_g298410"
"Sro1799_g298420.1";"Sro1799_g298420"
"Sro179_g078330.1";"Sro179_g078330"
"Sro179_g078340.1";"Sro179_g078340"
"Sro179_g078350.1";"Sro179_g078350"
"Sro179_g078360.1";"Sro179_g078360"
"Sro179_g078370.1";"Sro179_g078370"
"Sro179_g078380.1";"Sro179_g078380"
"Sro179_g078390.1";"Sro179_g078390"
"Sro179_g078400.1";"Sro179_g078400"
"Sro179_g078410.1";"Sro179_g078410"
"Sro179_g078420.1";"Sro179_g078420"
"Sro179_g078430.1";"Sro179_g078430"
"Sro179_g078440.1";"Sro179_g078440"
"Sro179_g078450.1";"Sro179_g078450"
"Sro179_g078460.1";"Sro179_g078460"
"Sro179_g078470.1";"Sro179_g078470"
"Sro179_g078480.1";"Sro179_g078480"
"Sro179_g078490.1";"Sro179_g078490"
"Sro179_g078500.1";"Sro179_g078500"
"Sro179_g078501.1";"Sro179_g078501"
"Sro179_g078510.1";"Sro179_g078510"
"Sro179_g078520.1";"Sro179_g078520"
"Sro179_g078530.1";"Sro179_g078530"
"Sro179_g078540.1";"Sro179_g078540"
"Sro179_g078550.1";"Sro179_g078550"
"Sro179_g078560.1";"Sro179_g078560"
"Sro179_g078570.1";"Sro179_g078570"
"Sro179_g078580.1";"Sro179_g078580"
"Sro179_g078590.1";"Sro179_g078590"
"Sro179_g078600.1";"Sro179_g078600"
"Sro179_r001110.1";"Sro179_r001110"
"Sro17_g012020.1";"Sro17_g012020"
"Sro17_g012030.1";"Sro17_g012030"
"Sro17_g012040.1";"Sro17_g012040"
"Sro17_g012050.1";"Sro17_g012050"
"Sro17_g012060.1";"Sro17_g012060"
"Sro17_g012070.1";"Sro17_g012070"
"Sro17_g012080.1";"Sro17_g012080"
"Sro17_g012090.1";"Sro17_g012090"
"Sro17_g012100.1";"Sro17_g012100"
"Sro17_g012110.1";"Sro17_g012110"
"Sro17_g012120.1";"Sro17_g012120"
"Sro17_g012130.1";"Sro17_g012130"
"Sro17_g012140.1";"Sro17_g012140"
"Sro17_g012150.1";"Sro17_g012150"
"Sro17_g012160.1";"Sro17_g012160"
"Sro17_g012170.1";"Sro17_g012170"
"Sro17_g012180.1";"Sro17_g012180"
"Sro17_g012190.1";"Sro17_g012190"
"Sro17_g012200.3";"Sro17_g012200"
"Sro17_g012210.1";"Sro17_g012210"
"Sro17_g012220.1";"Sro17_g012220"
"Sro17_g012230.1";"Sro17_g012230"
"Sro17_g012240.1";"Sro17_g012240"
"Sro17_g012250.1";"Sro17_g012250"
"Sro17_g012260.1";"Sro17_g012260"
"Sro17_g012270.1";"Sro17_g012270"
"Sro17_g012280.1";"Sro17_g012280"
"Sro17_g012290.1";"Sro17_g012290"
"Sro17_g012300.1";"Sro17_g012300"
"Sro17_g012310.1";"Sro17_g012310"
"Sro17_g012320.1";"Sro17_g012320"
"Sro17_g012330.1";"Sro17_g012330"
"Sro17_g012340.1";"Sro17_g012340"
"Sro17_g012350.1";"Sro17_g012350"
"Sro17_g012360.1";"Sro17_g012360"
"Sro17_g012370.1";"Sro17_g012370"
"Sro17_g012380.1";"Sro17_g012380"
"Sro17_g012390.1";"Sro17_g012390"
"Sro17_g012400.1";"Sro17_g012400"
"Sro17_g012410.1";"Sro17_g012410"
"Sro17_g012420.1";"Sro17_g012420"
"Sro17_g012430.1";"Sro17_g012430"
"Sro17_g012440.1";"Sro17_g012440"
"Sro17_g012450.1";"Sro17_g012450"
"Sro17_g012460.1";"Sro17_g012460"
"Sro17_g012470.1";"Sro17_g012470"
"Sro17_g012480.1";"Sro17_g012480"
"Sro17_g012490.2";"Sro17_g012490"
"Sro17_g012500.1";"Sro17_g012500"
"Sro17_g012510.1";"Sro17_g012510"
"Sro17_g012520.1";"Sro17_g012520"
"Sro17_g012530.1";"Sro17_g012530"
"Sro17_g012540.1";"Sro17_g012540"
"Sro17_g012550.1";"Sro17_g012550"
"Sro17_g012560.1";"Sro17_g012560"
"Sro17_g012570.1";"Sro17_g012570"
"Sro17_g012580.1";"Sro17_g012580"
"Sro17_g012590.1";"Sro17_g012590"
"Sro17_g012600.1";"Sro17_g012600"
"Sro17_g012610.1";"Sro17_g012610"
"Sro17_g012620.1";"Sro17_g012620"
"Sro17_g012630.1";"Sro17_g012630"
"Sro17_g012640.1";"Sro17_g012640"
"Sro17_g012650.1";"Sro17_g012650"
"Sro1800_g298430.1";"Sro1800_g298430"
"Sro1800_g298440.1";"Sro1800_g298440"
"Sro1800_g298450.1";"Sro1800_g298450"
"Sro1800_g298460.1";"Sro1800_g298460"
"Sro1801_g298470.1";"Sro1801_g298470"
"Sro1801_g298480.1";"Sro1801_g298480"
"Sro1801_g298490.1";"Sro1801_g298490"
"Sro1801_g298500.1";"Sro1801_g298500"
"Sro1801_g298510.1";"Sro1801_g298510"
"Sro1802_g298520.1";"Sro1802_g298520"
"Sro1802_g298521.1";"Sro1802_g298521"
"Sro1802_g298530.1";"Sro1802_g298530"
"Sro1802_g298540.1";"Sro1802_g298540"
"Sro1802_g298550.1";"Sro1802_g298550"
"Sro1802_g298560.1";"Sro1802_g298560"
"Sro1802_g298570.3";"Sro1802_g298570"
"Sro1802_g298580.1";"Sro1802_g298580"
"Sro1803_g298590.1";"Sro1803_g298590"
"Sro1803_g298600.1";"Sro1803_g298600"
"Sro1803_g298610.1";"Sro1803_g298610"
"Sro1803_g298620.1";"Sro1803_g298620"
"Sro1803_g298630.1";"Sro1803_g298630"
"Sro1803_g298640.1";"Sro1803_g298640"
"Sro1803_g298650.1";"Sro1803_g298650"
"Sro1804_g298660.1";"Sro1804_g298660"
"Sro1804_g298670.1";"Sro1804_g298670"
"Sro1804_g298680.1";"Sro1804_g298680"
"Sro1804_g298690.1";"Sro1804_g298690"
"Sro1804_g298700.1";"Sro1804_g298700"
"Sro1804_g298710.1";"Sro1804_g298710"
"Sro1804_g298720.1";"Sro1804_g298720"
"Sro1805_g298730.1";"Sro1805_g298730"
"Sro1805_g298740.1";"Sro1805_g298740"
"Sro1805_g298750.1";"Sro1805_g298750"
"Sro1805_g298760.1";"Sro1805_g298760"
"Sro1805_g298770.1";"Sro1805_g298770"
"Sro1805_g298780.1";"Sro1805_g298780"
"Sro1805_g298790.1";"Sro1805_g298790"
"Sro1805_g298800.1";"Sro1805_g298800"
"Sro1805_g298810.1";"Sro1805_g298810"
"Sro1805_g298820.1";"Sro1805_g298820"
"Sro1805_g298830.1";"Sro1805_g298830"
"Sro1805_g298840.1";"Sro1805_g298840"
"Sro1805_g298850.1";"Sro1805_g298850"
"Sro1806_g298860.1";"Sro1806_g298860"
"Sro1806_g298870.1";"Sro1806_g298870"
"Sro1806_g298880.1";"Sro1806_g298880"
"Sro1806_g298890.1";"Sro1806_g298890"
"Sro1806_g298900.1";"Sro1806_g298900"
"Sro1806_g298910.1";"Sro1806_g298910"
"Sro1806_g298920.1";"Sro1806_g298920"
"Sro1807_g298930.1";"Sro1807_g298930"
"Sro1807_g298940.1";"Sro1807_g298940"
"Sro1807_g298950.1";"Sro1807_g298950"
"Sro1807_g298960.1";"Sro1807_g298960"
"Sro1807_g298970.1";"Sro1807_g298970"
"Sro1808_g298980.1";"Sro1808_g298980"
"Sro1808_g298990.1";"Sro1808_g298990"
"Sro1808_g299000.1";"Sro1808_g299000"
"Sro1808_g299010.1";"Sro1808_g299010"
"Sro1808_g299020.1";"Sro1808_g299020"
"Sro1809_g299030.1";"Sro1809_g299030"
"Sro1809_g299040.2";"Sro1809_g299040"
"Sro1809_g299050.1";"Sro1809_g299050"
"Sro1809_g299060.1";"Sro1809_g299060"
"Sro1809_g299070.1";"Sro1809_g299070"
"Sro1809_g299080.1";"Sro1809_g299080"
"Sro1809_g299090.1";"Sro1809_g299090"
"Sro1809_g299100.1";"Sro1809_g299100"
"Sro180_g078610.1";"Sro180_g078610"
"Sro180_g078620.1";"Sro180_g078620"
"Sro180_g078630.1";"Sro180_g078630"
"Sro180_g078640.1";"Sro180_g078640"
"Sro180_g078650.1";"Sro180_g078650"
"Sro180_g078660.1";"Sro180_g078660"
"Sro180_g078670.1";"Sro180_g078670"
"Sro180_g078680.1";"Sro180_g078680"
"Sro180_g078681.1";"Sro180_g078681"
"Sro180_g078690.1";"Sro180_g078690"
"Sro180_g078700.1";"Sro180_g078700"
"Sro180_g078710.1";"Sro180_g078710"
"Sro180_g078720.1";"Sro180_g078720"
"Sro180_g078730.1";"Sro180_g078730"
"Sro180_g078740.1";"Sro180_g078740"
"Sro180_g078750.1";"Sro180_g078750"
"Sro180_g078760.1";"Sro180_g078760"
"Sro180_g078770.1";"Sro180_g078770"
"Sro180_g078780.1";"Sro180_g078780"
"Sro180_g078790.1";"Sro180_g078790"
"Sro180_g078800.1";"Sro180_g078800"
"Sro180_g078810.1";"Sro180_g078810"
"Sro180_g078820.1";"Sro180_g078820"
"Sro180_g078830.1";"Sro180_g078830"
"Sro180_g078840.1";"Sro180_g078840"
"Sro180_g078850.1";"Sro180_g078850"
"Sro180_g078860.1";"Sro180_g078860"
"Sro180_g078870.1";"Sro180_g078870"
"Sro180_g078880.1";"Sro180_g078880"
"Sro180_g078890.1";"Sro180_g078890"
"Sro180_g078900.1";"Sro180_g078900"
"Sro180_g078910.1";"Sro180_g078910"
"Sro1810_g299110.1";"Sro1810_g299110"
"Sro1810_g299120.1";"Sro1810_g299120"
"Sro1810_g299121.1";"Sro1810_g299121"
"Sro1810_g299130.1";"Sro1810_g299130"
"Sro1810_g299140.1";"Sro1810_g299140"
"Sro1810_g299150.1";"Sro1810_g299150"
"Sro1810_g299160.1";"Sro1810_g299160"
"Sro1811_g299170.1";"Sro1811_g299170"
"Sro1811_g299180.1";"Sro1811_g299180"
"Sro1811_g299181.1";"Sro1811_g299181"
"Sro1811_g299190.1";"Sro1811_g299190"
"Sro1811_g299200.1";"Sro1811_g299200"
"Sro1811_g299210.1";"Sro1811_g299210"
"Sro1811_g299220.1";"Sro1811_g299220"
"Sro1811_g299230.1";"Sro1811_g299230"
"Sro1811_g299240.1";"Sro1811_g299240"
"Sro1811_g299250.1";"Sro1811_g299250"
"Sro1812_g299260.1";"Sro1812_g299260"
"Sro1812_g299270.1";"Sro1812_g299270"
"Sro1812_g299280.1";"Sro1812_g299280"
"Sro1812_g299290.1";"Sro1812_g299290"
"Sro1813_g299291.1";"Sro1813_g299291"
"Sro1813_g299292.1";"Sro1813_g299292"
"Sro1813_g299293.1";"Sro1813_g299293"
"Sro1814_g299300.1";"Sro1814_g299300"
"Sro1814_g299310.1";"Sro1814_g299310"
"Sro1814_g299320.1";"Sro1814_g299320"
"Sro1814_g299330.1";"Sro1814_g299330"
"Sro1814_g299340.1";"Sro1814_g299340"
"Sro1814_g299350.1";"Sro1814_g299350"
"Sro1814_g299360.1";"Sro1814_g299360"
"Sro1815_g299370.1";"Sro1815_g299370"
"Sro1815_g299380.1";"Sro1815_g299380"
"Sro1815_g299390.1";"Sro1815_g299390"
"Sro1815_g299400.1";"Sro1815_g299400"
"Sro1815_g299410.2";"Sro1815_g299410"
"Sro1815_g299430.1";"Sro1815_g299430"
"Sro1815_g299440.1";"Sro1815_g299440"
"Sro1816_g299450.1";"Sro1816_g299450"
"Sro1816_g299460.1";"Sro1816_g299460"
"Sro1816_g299470.1";"Sro1816_g299470"
"Sro1816_g299480.1";"Sro1816_g299480"
"Sro1817_g299490.1";"Sro1817_g299490"
"Sro1817_g299500.1";"Sro1817_g299500"
"Sro1817_g299510.1";"Sro1817_g299510"
"Sro1817_g299520.1";"Sro1817_g299520"
"Sro1817_g299530.1";"Sro1817_g299530"
"Sro1817_g299540.1";"Sro1817_g299540"
"Sro1817_g299550.1";"Sro1817_g299550"
"Sro1817_g299560.1";"Sro1817_g299560"
"Sro1818_g299570.1";"Sro1818_g299570"
"Sro1818_g299580.1";"Sro1818_g299580"
"Sro1818_g299590.1";"Sro1818_g299590"
"Sro1818_g299600.1";"Sro1818_g299600"
"Sro1818_g299610.1";"Sro1818_g299610"
"Sro1818_g299611.1";"Sro1818_g299611"
"Sro1819_g299620.1";"Sro1819_g299620"
"Sro1819_g299630.1";"Sro1819_g299630"
"Sro1819_g299640.1";"Sro1819_g299640"
"Sro1819_g299650.1";"Sro1819_g299650"
"Sro1819_g299660.1";"Sro1819_g299660"
"Sro1819_g299670.1";"Sro1819_g299670"
"Sro1819_g299680.1";"Sro1819_g299680"
"Sro1819_g299690.1";"Sro1819_g299690"
"Sro1819_g299700.1";"Sro1819_g299700"
"Sro1819_g299710.1";"Sro1819_g299710"
"Sro181_g078920.1";"Sro181_g078920"
"Sro181_g078930.1";"Sro181_g078930"
"Sro181_g078940.1";"Sro181_g078940"
"Sro181_g078950.1";"Sro181_g078950"
"Sro181_g078960.1";"Sro181_g078960"
"Sro181_g078970.1";"Sro181_g078970"
"Sro181_g078980.1";"Sro181_g078980"
"Sro181_g078990.1";"Sro181_g078990"
"Sro181_g079000.1";"Sro181_g079000"
"Sro181_g079010.1";"Sro181_g079010"
"Sro181_g079020.1";"Sro181_g079020"
"Sro181_g079030.1";"Sro181_g079030"
"Sro181_g079040.1";"Sro181_g079040"
"Sro181_g079050.1";"Sro181_g079050"
"Sro181_g079060.1";"Sro181_g079060"
"Sro181_g079070.1";"Sro181_g079070"
"Sro181_g079080.1";"Sro181_g079080"
"Sro181_g079090.1";"Sro181_g079090"
"Sro181_g079100.1";"Sro181_g079100"
"Sro181_g079110.1";"Sro181_g079110"
"Sro181_g079120.1";"Sro181_g079120"
"Sro181_g079130.1";"Sro181_g079130"
"Sro181_g079140.1";"Sro181_g079140"
"Sro181_g079150.1";"Sro181_g079150"
"Sro181_g079160.1";"Sro181_g079160"
"Sro181_g079170.1";"Sro181_g079170"
"Sro181_g079180.1";"Sro181_g079180"
"Sro181_g079190.1";"Sro181_g079190"
"Sro181_g079200.1";"Sro181_g079200"
"Sro181_g079210.1";"Sro181_g079210"
"Sro181_g079220.1";"Sro181_g079220"
"Sro1820_g299720.1";"Sro1820_g299720"
"Sro1820_g299730.1";"Sro1820_g299730"
"Sro1820_g299740.1";"Sro1820_g299740"
"Sro1821_g299750.1";"Sro1821_g299750"
"Sro1821_g299760.1";"Sro1821_g299760"
"Sro1821_g299770.1";"Sro1821_g299770"
"Sro1822_g299780.1";"Sro1822_g299780"
"Sro1822_g299790.1";"Sro1822_g299790"
"Sro1822_g299800.1";"Sro1822_g299800"
"Sro1822_g299810.1";"Sro1822_g299810"
"Sro1822_g299820.1";"Sro1822_g299820"
"Sro1822_g299830.1";"Sro1822_g299830"
"Sro1822_g299840.1";"Sro1822_g299840"
"Sro1822_g299850.1";"Sro1822_g299850"
"Sro1822_g299860.1";"Sro1822_g299860"
"Sro1822_g299861.1";"Sro1822_g299861"
"Sro1823_g299870.1";"Sro1823_g299870"
"Sro1823_g299880.1";"Sro1823_g299880"
"Sro1823_g299890.1";"Sro1823_g299890"
"Sro1823_g299900.1";"Sro1823_g299900"
"Sro1823_g299910.1";"Sro1823_g299910"
"Sro1823_g299920.1";"Sro1823_g299920"
"Sro1823_g299930.1";"Sro1823_g299930"
"Sro1823_g299940.1";"Sro1823_g299940"
"Sro1823_g299950.1";"Sro1823_g299950"
"Sro1823_g299960.1";"Sro1823_g299960"
"Sro1824_g299970.1";"Sro1824_g299970"
"Sro1824_g299980.1";"Sro1824_g299980"
"Sro1824_g299990.1";"Sro1824_g299990"
"Sro1824_g300000.1";"Sro1824_g300000"
"Sro1824_g300001.1";"Sro1824_g300001"
"Sro1824_g300010.1";"Sro1824_g300010"
"Sro1824_g300020.1";"Sro1824_g300020"
"Sro1824_g300030.1";"Sro1824_g300030"
"Sro1825_g300040.1";"Sro1825_g300040"
"Sro1825_g300050.1";"Sro1825_g300050"
"Sro1825_g300060.1";"Sro1825_g300060"
"Sro1825_g300070.1";"Sro1825_g300070"
"Sro1825_g300080.1";"Sro1825_g300080"
"Sro1826_g300090.1";"Sro1826_g300090"
"Sro1826_g300100.2";"Sro1826_g300100"
"Sro1826_g300110.1";"Sro1826_g300110"
"Sro1826_g300120.1";"Sro1826_g300120"
"Sro1826_g300130.1";"Sro1826_g300130"
"Sro1826_g300140.1";"Sro1826_g300140"
"Sro1826_g300150.1";"Sro1826_g300150"
"Sro1826_g300160.1";"Sro1826_g300160"
"Sro1826_g300170.1";"Sro1826_g300170"
"Sro1828_g300180.1";"Sro1828_g300180"
"Sro1828_g300190.1";"Sro1828_g300190"
"Sro1828_g300200.1";"Sro1828_g300200"
"Sro1828_g300210.1";"Sro1828_g300210"
"Sro1829_g300220.1";"Sro1829_g300220"
"Sro1829_g300230.1";"Sro1829_g300230"
"Sro1829_g300240.1";"Sro1829_g300240"
"Sro1829_g300250.1";"Sro1829_g300250"
"Sro1829_g300260.1";"Sro1829_g300260"
"Sro1829_g300270.1";"Sro1829_g300270"
"Sro1829_g300280.1";"Sro1829_g300280"
"Sro182_g079230.1";"Sro182_g079230"
"Sro182_g079240.1";"Sro182_g079240"
"Sro182_g079250.1";"Sro182_g079250"
"Sro182_g079260.1";"Sro182_g079260"
"Sro182_g079270.1";"Sro182_g079270"
"Sro182_g079280.1";"Sro182_g079280"
"Sro182_g079290.1";"Sro182_g079290"
"Sro182_g079300.1";"Sro182_g079300"
"Sro182_g079310.1";"Sro182_g079310"
"Sro182_g079320.1";"Sro182_g079320"
"Sro182_g079330.1";"Sro182_g079330"
"Sro182_g079340.1";"Sro182_g079340"
"Sro182_g079350.1";"Sro182_g079350"
"Sro182_g079360.1";"Sro182_g079360"
"Sro182_g079370.1";"Sro182_g079370"
"Sro182_g079380.1";"Sro182_g079380"
"Sro182_g079390.1";"Sro182_g079390"
"Sro182_g079400.1";"Sro182_g079400"
"Sro182_g079410.1";"Sro182_g079410"
"Sro182_g079420.1";"Sro182_g079420"
"Sro182_g079430.1";"Sro182_g079430"
